event_id,user_id,product_id,event_type,event_date,event_time
E00018416,U004573,P001307,wishlist,02-06-24,01:54:30
E00046892,U009732,P001238,cart,02-06-24,02:22:10
E00060280,U008267,P001229,view,02-06-24,02:25:35
E00038123,U008950,P000737,view,02-06-24,02:35:21
E00048844,U004607,P001966,view,02-06-24,02:49:40
E00038952,U006665,P001313,view,02-06-24,02:53:03
E00062262,U005245,P001370,view,02-06-24,03:00:11
E00074823,U007648,P000363,cart,02-06-24,04:00:00
E00078966,U002105,P001247,cart,02-06-24,04:01:47
E00057810,U006436,P000439,view,02-06-24,04:02:01
E00057408,U006157,P000559,cart,02-06-24,04:04:55
E00050357,U009148,P001981,view,02-06-24,04:07:41
E00071504,U007305,P000296,view,02-06-24,04:18:51
E00051743,U007829,P001326,view,02-06-24,04:24:35
E00006343,U007097,P001678,cart,02-06-24,04:24:52
E00016425,U008183,P001862,view,02-06-24,04:26:05
E00040299,U002061,P001918,view,02-06-24,04:40:02
E00027584,U003019,P000931,view,02-06-24,04:43:59
E00057730,U008274,P001073,view,02-06-24,04:59:50
E00030456,U009355,P000101,view,02-06-24,05:25:32
E00006273,U005859,P000663,wishlist,02-06-24,05:54:19
E00012030,U009575,P001059,view,02-06-24,05:55:43
E00037385,U007085,P000410,purchase,02-06-24,05:59:18
E00012755,U003119,P001126,view,02-06-24,06:21:07
E00052450,U001733,P001042,view,02-06-24,06:47:58
E00042695,U008690,P000167,cart,02-06-24,06:50:22
E00043806,U002735,P000853,view,02-06-24,07:08:02
E00027294,U001370,P000067,wishlist,02-06-24,07:13:22
E00051557,U006081,P000998,cart,02-06-24,07:27:35
E00034813,U001251,P001085,view,02-06-24,07:27:40
E00023939,U002968,P000385,cart,02-06-24,08:00:09
E00062327,U009263,P001056,view,02-06-24,08:20:58
E00073161,U004111,P000493,view,02-06-24,08:23:41
E00051620,U007783,P000510,purchase,02-06-24,08:35:46
E00068966,U001051,P001508,view,02-06-24,09:06:58
E00000148,U005704,P000186,view,02-06-24,09:10:15
E00047247,U000842,P001529,view,02-06-24,09:21:08
E00052854,U003102,P000686,view,02-06-24,09:34:03
E00036287,U008287,P000809,view,02-06-24,09:42:49
E00062079,U002815,P001112,view,02-06-24,10:01:44
E00034513,U006783,P000520,view,02-06-24,10:05:27
E00020018,U009491,P001133,cart,02-06-24,10:19:12
E00075616,U000235,P001370,view,02-06-24,10:24:50
E00038588,U003453,P001633,view,02-06-24,10:32:33
E00043931,U003698,P001166,view,02-06-24,10:55:48
E00078030,U000968,P000118,cart,02-06-24,11:02:14
E00051317,U007915,P001918,cart,02-06-24,11:29:41
E00066496,U009107,P000753,view,02-06-24,11:52:46
E00019187,U009263,P000166,view,02-06-24,11:58:00
E00074352,U002092,P000914,wishlist,02-06-24,12:04:46
E00016405,U005009,P000087,view,02-06-24,12:13:24
E00033819,U004190,P001860,view,02-06-24,12:20:20
E00051619,U008279,P001811,view,02-06-24,12:20:54
E00064673,U001530,P000462,view,02-06-24,12:46:02
E00031639,U000315,P000864,wishlist,02-06-24,12:52:28
E00046053,U001752,P001793,wishlist,02-06-24,13:02:34
E00061283,U007123,P000194,view,02-06-24,13:05:17
E00036698,U007288,P000691,cart,02-06-24,13:42:48
E00015035,U005001,P001162,view,02-06-24,13:43:36
E00029126,U007862,P000739,view,02-06-24,13:52:09
E00057641,U006957,P001708,view,02-06-24,14:26:25
E00002050,U005811,P000786,wishlist,02-06-24,14:31:32
E00008634,U004184,P000580,wishlist,02-06-24,14:35:46
E00008936,U004589,P000081,view,02-06-24,14:45:26
E00000479,U003975,P000005,view,02-06-24,15:17:02
E00049621,U008573,P001829,view,02-06-24,15:41:18
E00074457,U008547,P001095,purchase,02-06-24,16:31:19
E00039011,U005992,P001829,purchase,02-06-24,16:43:07
E00012070,U004064,P000130,view,02-06-24,16:48:48
E00003418,U008987,P001239,view,02-06-24,17:14:29
E00017644,U005717,P001688,view,02-06-24,17:25:12
E00054775,U001283,P001041,view,02-06-24,17:54:00
E00046220,U006452,P001533,view,02-06-24,18:04:06
E00061600,U009881,P001037,view,02-06-24,18:10:28
E00021886,U006765,P000458,view,02-06-24,18:14:11
E00036649,U005936,P001838,view,02-06-24,18:14:52
E00068804,U003405,P000717,view,02-06-24,18:16:27
E00011663,U001646,P001131,view,02-06-24,18:23:39
E00072482,U007900,P001800,view,02-06-24,18:32:00
E00069945,U008776,P001469,view,02-06-24,18:34:27
E00012619,U004149,P001360,view,02-06-24,19:03:49
E00054746,U002273,P001937,view,02-06-24,19:24:55
E00020078,U005997,P000549,cart,02-06-24,19:32:09
E00074032,U008908,P000229,view,02-06-24,19:38:22
E00041231,U009003,P000389,purchase,02-06-24,19:40:53
E00060153,U001889,P000574,view,02-06-24,19:49:24
E00073280,U002628,P000392,cart,02-06-24,20:05:21
E00066721,U009832,P000162,view,02-06-24,20:05:38
E00062752,U000596,P000082,view,02-06-24,20:08:28
E00060254,U000540,P001015,wishlist,02-06-24,20:10:54
E00076935,U003257,P000982,view,02-06-24,20:15:43
E00021938,U009257,P000117,view,02-06-24,20:19:45
E00074816,U001500,P001982,wishlist,02-06-24,20:30:06
E00034026,U000225,P001657,cart,02-06-24,20:41:35
E00078311,U005452,P001676,cart,02-06-24,20:51:41
E00054636,U000923,P000114,cart,02-06-24,20:52:19
E00018684,U004433,P001618,view,02-06-24,20:59:03
E00069840,U004183,P001655,wishlist,02-06-24,21:16:10
E00006178,U004832,P000263,wishlist,02-06-24,21:18:05
E00068590,U001736,P001399,cart,02-06-24,21:30:27
E00040392,U003248,P000436,view,02-06-24,22:00:27
E00063065,U009240,P000660,view,02-06-24,22:07:34
E00027401,U004059,P001531,view,02-06-24,22:32:26
E00060349,U006366,P000723,wishlist,02-06-24,22:39:05
E00043189,U002522,P001693,cart,02-06-24,22:49:03
E00045156,U004053,P001294,cart,02-06-24,22:52:41
E00029965,U003795,P001935,view,02-06-24,22:53:46
E00078401,U006615,P001982,view,02-06-24,23:24:55
E00078897,U006298,P001565,wishlist,02-06-24,23:28:17
E00046229,U003380,P000175,cart,02-06-24,23:36:38
E00011814,U004863,P000048,view,02-06-24,23:43:57
E00057716,U006337,P001714,cart,02-06-24,23:52:55
E00061322,U000948,P000077,cart,03-06-24,00:21:53
E00015733,U004123,P001967,view,03-06-24,00:26:46
E00073404,U008775,P001147,view,03-06-24,00:33:36
E00033740,U005974,P001252,view,03-06-24,00:41:59
E00050148,U002830,P001773,wishlist,03-06-24,00:42:34
E00077554,U006225,P000221,wishlist,03-06-24,00:54:57
E00078348,U009311,P000034,cart,03-06-24,01:25:41
E00065704,U007084,P000214,wishlist,03-06-24,01:46:39
E00023302,U002251,P001426,view,03-06-24,01:54:28
E00072537,U001720,P000146,view,03-06-24,02:17:08
E00052646,U003110,P001185,view,03-06-24,02:26:25
E00011371,U003210,P001049,view,03-06-24,02:30:10
E00013508,U007756,P001593,cart,03-06-24,02:35:05
E00026673,U002766,P000661,cart,03-06-24,02:35:23
E00069885,U001493,P000183,wishlist,03-06-24,02:35:59
E00003782,U004419,P000653,view,03-06-24,03:32:54
E00038157,U003847,P001537,cart,03-06-24,03:43:03
E00038699,U005774,P001199,view,03-06-24,04:12:03
E00075051,U009521,P000517,view,03-06-24,04:27:41
E00012396,U000961,P000390,purchase,03-06-24,04:45:51
E00075565,U003210,P000806,cart,03-06-24,05:17:08
E00052196,U000943,P000603,view,03-06-24,05:21:43
E00072908,U002085,P001006,view,03-06-24,05:37:12
E00021948,U000057,P000142,view,03-06-24,05:39:27
E00013254,U006738,P000377,view,03-06-24,05:44:27
E00004306,U001202,P000461,view,03-06-24,05:57:16
E00070386,U006541,P001481,cart,03-06-24,06:31:02
E00005324,U005008,P000207,cart,03-06-24,07:25:04
E00065563,U002636,P001948,wishlist,03-06-24,07:30:22
E00024210,U003832,P000338,view,03-06-24,07:38:28
E00026776,U000256,P001961,view,03-06-24,08:05:25
E00059825,U008218,P001756,cart,03-06-24,08:14:45
E00058716,U006492,P001581,view,03-06-24,08:14:49
E00009620,U007981,P000939,view,03-06-24,08:52:07
E00076767,U003405,P000244,view,03-06-24,09:09:58
E00027015,U005064,P001701,view,03-06-24,09:10:11
E00039631,U001654,P000759,view,03-06-24,09:13:15
E00029276,U007550,P000510,view,03-06-24,09:14:05
E00057405,U008307,P000198,view,03-06-24,09:45:02
E00004719,U005828,P001591,view,03-06-24,09:47:02
E00054113,U006742,P001307,wishlist,03-06-24,10:14:59
E00020288,U004359,P000995,view,03-06-24,10:49:44
E00073011,U001246,P001332,view,03-06-24,11:01:11
E00036783,U004755,P000443,wishlist,03-06-24,11:16:32
E00055288,U007306,P000863,view,03-06-24,11:19:20
E00068719,U009880,P001449,cart,03-06-24,12:00:44
E00037092,U001296,P000582,view,03-06-24,12:20:06
E00008408,U005076,P001713,view,03-06-24,12:25:13
E00037351,U004868,P000083,view,03-06-24,12:36:05
E00043959,U001750,P001298,view,03-06-24,13:01:07
E00019844,U000864,P000432,view,03-06-24,13:10:26
E00069231,U003537,P001194,view,03-06-24,13:32:46
E00041992,U004084,P001688,purchase,03-06-24,13:34:10
E00062881,U003637,P001149,view,03-06-24,13:40:16
E00024655,U009555,P001745,view,03-06-24,13:44:43
E00061922,U005691,P001410,view,03-06-24,13:46:52
E00056694,U001469,P000313,view,03-06-24,14:18:57
E00075848,U007267,P000536,wishlist,03-06-24,15:14:47
E00026038,U007290,P001035,cart,03-06-24,15:21:40
E00007154,U000180,P000834,cart,03-06-24,15:48:52
E00005446,U002004,P000512,view,03-06-24,15:49:15
E00065352,U006730,P000405,view,03-06-24,16:24:05
E00062000,U003961,P001769,view,03-06-24,16:38:49
E00067253,U008706,P001906,purchase,03-06-24,16:40:28
E00007079,U006446,P000022,wishlist,03-06-24,16:43:01
E00005884,U000295,P000289,cart,03-06-24,17:19:29
E00028522,U003210,P000645,view,03-06-24,17:43:01
E00075917,U004969,P000725,view,03-06-24,17:43:13
E00048732,U007144,P001402,view,03-06-24,17:51:38
E00020586,U003209,P001265,wishlist,03-06-24,18:37:40
E00074228,U005087,P001591,view,03-06-24,18:40:16
E00046188,U008948,P001992,cart,03-06-24,19:04:01
E00040379,U009121,P001897,view,03-06-24,19:19:41
E00079740,U008126,P000893,purchase,03-06-24,19:22:37
E00030991,U001787,P000110,view,03-06-24,19:24:37
E00006242,U001266,P001338,view,03-06-24,19:39:52
E00071811,U006138,P000947,cart,03-06-24,19:48:01
E00031281,U005813,P000011,view,03-06-24,19:48:09
E00032160,U006367,P001528,view,03-06-24,20:05:51
E00028320,U005841,P000046,view,03-06-24,20:12:07
E00051075,U009853,P001613,view,03-06-24,20:29:28
E00064758,U008054,P000359,cart,03-06-24,20:30:47
E00060512,U007065,P000482,view,03-06-24,20:36:23
E00049545,U001688,P001456,view,03-06-24,20:49:19
E00052721,U000206,P000949,wishlist,03-06-24,20:54:27
E00025756,U002717,P001194,view,03-06-24,21:01:48
E00000449,U004782,P000745,view,03-06-24,21:02:04
E00029730,U009793,P000439,view,03-06-24,21:03:08
E00033415,U000895,P001837,view,03-06-24,21:20:27
E00004109,U006963,P001720,wishlist,03-06-24,21:32:40
E00003266,U000814,P000655,view,03-06-24,21:38:36
E00059174,U008701,P001756,view,03-06-24,21:57:25
E00048837,U004919,P001138,view,03-06-24,22:32:36
E00075162,U006332,P000327,view,03-06-24,22:34:43
E00067219,U007285,P001275,cart,03-06-24,22:39:09
E00038254,U003795,P001825,view,03-06-24,22:45:20
E00047953,U004207,P001036,view,03-06-24,22:49:36
E00006643,U009354,P000236,cart,03-06-24,22:56:11
E00036180,U008022,P001008,cart,03-06-24,22:56:33
E00005846,U001129,P001563,view,03-06-24,23:04:48
E00058918,U005294,P000554,view,03-06-24,23:17:23
E00008179,U004405,P000537,view,03-06-24,23:30:44
E00053459,U009981,P000866,view,03-06-24,23:35:54
E00031188,U006496,P000264,view,03-06-24,23:44:22
E00053667,U007909,P000863,view,04-06-24,00:04:50
E00000405,U005841,P000397,view,04-06-24,00:12:13
E00068242,U006335,P001709,cart,04-06-24,00:20:19
E00074713,U004446,P001059,cart,04-06-24,00:24:45
E00022753,U009716,P001764,view,04-06-24,00:25:11
E00019439,U003338,P000955,view,04-06-24,00:28:52
E00052679,U005337,P001555,view,04-06-24,00:41:30
E00055883,U006691,P001118,view,04-06-24,00:44:39
E00051498,U002160,P000357,view,04-06-24,00:56:35
E00073967,U007477,P000726,view,04-06-24,00:58:01
E00061500,U007417,P001166,wishlist,04-06-24,01:00:36
E00074591,U009176,P001860,view,04-06-24,01:09:52
E00042055,U002911,P000959,cart,04-06-24,01:13:22
E00023169,U002002,P001477,cart,04-06-24,01:23:42
E00017398,U007890,P000833,view,04-06-24,01:30:33
E00000117,U005683,P001655,view,04-06-24,01:35:08
E00062594,U008387,P001292,cart,04-06-24,01:43:41
E00061098,U001122,P001360,view,04-06-24,01:47:31
E00035083,U002332,P001707,view,04-06-24,01:47:34
E00042885,U000237,P001565,view,04-06-24,01:57:18
E00036786,U009602,P000211,wishlist,04-06-24,02:02:39
E00045202,U003211,P001175,cart,04-06-24,02:16:49
E00079669,U005496,P001905,view,04-06-24,02:34:56
E00036313,U005955,P001310,view,04-06-24,02:52:06
E00004235,U009778,P001943,view,04-06-24,03:03:25
E00051206,U004570,P001142,view,04-06-24,03:10:56
E00058494,U008641,P000469,wishlist,04-06-24,03:10:56
E00047991,U008471,P001496,view,04-06-24,03:19:02
E00059184,U004009,P000987,view,04-06-24,03:41:27
E00009571,U005450,P001155,view,04-06-24,03:52:16
E00003949,U002863,P000366,view,04-06-24,04:18:02
E00019700,U003789,P001238,view,04-06-24,04:27:12
E00074604,U004710,P000782,purchase,04-06-24,04:40:01
E00066356,U008102,P001805,wishlist,04-06-24,04:43:41
E00027043,U008860,P001515,view,04-06-24,04:47:10
E00028380,U006532,P000580,wishlist,04-06-24,05:13:30
E00049216,U003946,P001870,view,04-06-24,05:14:03
E00066725,U002862,P001162,cart,04-06-24,05:31:22
E00003269,U006219,P000861,view,04-06-24,05:34:04
E00073383,U000476,P000436,purchase,04-06-24,05:37:43
E00029862,U007789,P001187,cart,04-06-24,05:41:18
E00051812,U005967,P001683,wishlist,04-06-24,05:57:20
E00016269,U005199,P000575,view,04-06-24,06:06:03
E00077622,U004339,P001328,view,04-06-24,06:17:56
E00029499,U008723,P001346,view,04-06-24,06:19:57
E00002902,U000709,P001495,cart,04-06-24,06:32:37
E00037511,U008537,P001532,view,04-06-24,06:39:13
E00064438,U005906,P000402,wishlist,04-06-24,06:48:42
E00044363,U007238,P001302,purchase,04-06-24,06:49:11
E00027067,U006119,P001390,view,04-06-24,06:51:08
E00047752,U006213,P000085,cart,04-06-24,06:54:32
E00063179,U004397,P000880,view,04-06-24,06:57:59
E00008837,U006895,P001068,view,04-06-24,07:06:39
E00018990,U000338,P001449,view,04-06-24,07:10:57
E00024337,U001774,P000329,view,04-06-24,07:21:13
E00020570,U005791,P000971,wishlist,04-06-24,07:23:44
E00003976,U007853,P001193,view,04-06-24,07:27:39
E00008674,U008220,P001561,view,04-06-24,07:40:02
E00032108,U002111,P000811,view,04-06-24,07:52:16
E00011350,U006567,P001620,view,04-06-24,07:58:54
E00014804,U003299,P001998,view,04-06-24,07:59:16
E00019464,U005040,P001369,cart,04-06-24,08:05:42
E00056423,U003200,P001377,view,04-06-24,08:08:49
E00006346,U000402,P000706,view,04-06-24,08:09:09
E00018137,U000702,P000109,view,04-06-24,08:24:49
E00059800,U004875,P001672,wishlist,04-06-24,08:27:01
E00009706,U005444,P000039,view,04-06-24,08:28:53
E00062342,U001462,P001030,view,04-06-24,09:04:38
E00009542,U005170,P000695,view,04-06-24,09:24:58
E00013290,U009226,P000302,cart,04-06-24,09:36:17
E00008647,U003198,P001799,purchase,04-06-24,09:39:11
E00068718,U004447,P001105,view,04-06-24,09:39:16
E00057873,U000098,P000800,view,04-06-24,09:46:15
E00027116,U002758,P001520,wishlist,04-06-24,09:51:37
E00039984,U004161,P000865,view,04-06-24,09:55:28
E00053002,U005550,P000514,view,04-06-24,10:20:25
E00058961,U007056,P000327,wishlist,04-06-24,10:32:25
E00023143,U002178,P000263,wishlist,04-06-24,10:44:20
E00033026,U007426,P001940,view,04-06-24,11:07:23
E00058312,U002671,P000533,view,04-06-24,11:21:37
E00042879,U005279,P001081,view,04-06-24,11:30:03
E00036402,U001475,P000127,wishlist,04-06-24,11:43:36
E00037978,U005838,P001822,wishlist,04-06-24,11:44:48
E00024129,U003847,P000789,view,04-06-24,11:47:43
E00029294,U006048,P000961,wishlist,04-06-24,12:05:41
E00078244,U000009,P001145,purchase,04-06-24,12:10:19
E00040217,U009728,P001705,purchase,04-06-24,12:22:04
E00013554,U001202,P000959,view,04-06-24,12:26:03
E00025803,U007875,P000986,cart,04-06-24,12:38:45
E00068757,U003519,P000177,view,04-06-24,12:43:39
E00031809,U000275,P001516,view,04-06-24,13:14:32
E00003396,U003747,P000405,view,04-06-24,13:28:27
E00006687,U009454,P001547,view,04-06-24,13:29:11
E00016249,U000267,P000228,view,04-06-24,14:33:47
E00043988,U005765,P000845,view,04-06-24,14:37:26
E00040446,U004256,P000269,view,04-06-24,14:37:49
E00026092,U008453,P001814,purchase,04-06-24,14:46:35
E00074195,U004236,P000012,view,04-06-24,14:48:35
E00053971,U005559,P001026,purchase,04-06-24,15:25:38
E00037790,U001123,P001002,wishlist,04-06-24,15:36:48
E00022622,U003050,P001631,view,04-06-24,15:40:42
E00012511,U000650,P000190,wishlist,04-06-24,15:42:47
E00037543,U002120,P001670,view,04-06-24,15:56:29
E00045305,U005344,P001281,view,04-06-24,15:59:19
E00015775,U001646,P000586,cart,04-06-24,16:12:21
E00006128,U006737,P000937,view,04-06-24,16:48:07
E00017719,U004532,P001141,view,04-06-24,16:53:26
E00034342,U003525,P000155,view,04-06-24,16:53:34
E00011727,U006371,P001177,cart,04-06-24,17:57:47
E00052523,U001480,P001227,view,04-06-24,18:08:13
E00045240,U005990,P001397,view,04-06-24,18:11:55
E00034736,U009925,P001473,view,04-06-24,18:13:23
E00002242,U009305,P000353,view,04-06-24,18:13:36
E00074144,U004162,P000114,view,04-06-24,18:18:39
E00066300,U000464,P001867,cart,04-06-24,18:56:45
E00072598,U005183,P000986,view,04-06-24,19:09:45
E00045782,U004673,P001127,view,04-06-24,19:12:24
E00060895,U001898,P001704,view,04-06-24,19:20:18
E00040796,U009474,P001986,wishlist,04-06-24,19:25:25
E00057200,U000897,P000604,cart,04-06-24,19:27:14
E00009745,U005256,P000705,cart,04-06-24,19:27:57
E00029847,U000449,P000621,cart,04-06-24,19:38:14
E00040310,U006701,P000014,wishlist,04-06-24,19:41:00
E00031211,U004684,P000420,view,04-06-24,19:45:40
E00046130,U007355,P000916,view,04-06-24,19:51:18
E00038815,U005419,P000436,view,04-06-24,19:52:06
E00042187,U009930,P001902,view,04-06-24,20:02:33
E00074378,U003584,P000914,view,04-06-24,20:04:01
E00074575,U001992,P001959,view,04-06-24,20:12:34
E00040665,U004768,P001089,view,04-06-24,20:28:28
E00061243,U003000,P000792,view,04-06-24,20:29:39
E00003800,U006290,P001087,view,04-06-24,20:33:19
E00047705,U001191,P001473,purchase,04-06-24,20:40:59
E00025890,U004624,P000378,view,04-06-24,20:48:42
E00062101,U008796,P000780,view,04-06-24,20:58:48
E00041763,U003267,P000991,wishlist,04-06-24,20:59:15
E00052493,U009118,P001531,cart,04-06-24,21:07:49
E00023367,U000515,P001095,view,04-06-24,21:20:57
E00013885,U000180,P000850,wishlist,04-06-24,21:23:49
E00020023,U006184,P001883,view,04-06-24,21:36:02
E00019525,U009677,P000237,view,04-06-24,21:38:13
E00000141,U009503,P000828,view,04-06-24,21:53:26
E00005154,U000534,P001318,view,04-06-24,21:55:54
E00069254,U006131,P000710,wishlist,04-06-24,22:16:18
E00068827,U004294,P001011,view,04-06-24,23:24:55
E00054989,U002462,P000950,cart,04-06-24,23:25:08
E00022827,U003680,P001848,view,05-06-24,00:08:01
E00013086,U005565,P000667,view,05-06-24,00:48:13
E00062269,U004778,P000853,cart,05-06-24,00:52:48
E00034799,U006016,P000287,view,05-06-24,00:55:29
E00009729,U006493,P001679,view,05-06-24,01:00:29
E00003072,U002893,P001405,view,05-06-24,01:03:24
E00077321,U000770,P001752,cart,05-06-24,01:42:48
E00001392,U002711,P000346,view,05-06-24,01:49:09
E00002109,U001124,P001971,view,05-06-24,01:58:05
E00056654,U004604,P001490,view,05-06-24,02:18:48
E00002476,U002160,P001823,view,05-06-24,02:23:39
E00037645,U001812,P000717,view,05-06-24,03:31:51
E00014080,U003834,P000436,view,05-06-24,03:38:22
E00054078,U009542,P000511,view,05-06-24,04:26:12
E00072919,U001558,P001507,view,05-06-24,04:38:09
E00056727,U000867,P000047,cart,05-06-24,04:43:41
E00017435,U000605,P001836,wishlist,05-06-24,04:50:32
E00074498,U009528,P000758,view,05-06-24,04:50:55
E00063067,U004397,P000601,cart,05-06-24,05:17:52
E00013661,U005445,P000974,view,05-06-24,05:38:53
E00070817,U008400,P000938,view,05-06-24,05:46:35
E00044324,U005964,P000679,wishlist,05-06-24,05:52:51
E00059904,U009612,P000386,view,05-06-24,06:01:53
E00026991,U002748,P001711,view,05-06-24,06:05:51
E00070574,U002510,P001298,view,05-06-24,06:06:51
E00056421,U009155,P001465,view,05-06-24,06:18:40
E00075667,U003094,P000409,view,05-06-24,06:20:54
E00000124,U004011,P001023,view,05-06-24,06:21:26
E00015562,U008249,P001059,view,05-06-24,06:31:06
E00026474,U005655,P001229,purchase,05-06-24,06:34:13
E00022256,U008799,P000474,view,05-06-24,06:38:39
E00075102,U004163,P001027,view,05-06-24,07:02:21
E00067681,U008315,P000278,view,05-06-24,07:05:46
E00007375,U008260,P001602,view,05-06-24,07:15:47
E00025572,U004648,P001550,view,05-06-24,07:16:56
E00022273,U006455,P000205,view,05-06-24,07:46:26
E00054965,U009355,P000776,view,05-06-24,07:59:06
E00053340,U004157,P001881,view,05-06-24,08:00:46
E00059783,U009494,P000439,view,05-06-24,08:07:02
E00041350,U006368,P000354,view,05-06-24,08:21:26
E00017777,U000535,P001346,view,05-06-24,08:25:39
E00002904,U009466,P001397,purchase,05-06-24,08:26:04
E00044159,U002678,P001161,view,05-06-24,08:29:23
E00040924,U003491,P001574,view,05-06-24,09:06:15
E00031299,U006132,P001023,view,05-06-24,09:23:37
E00024893,U005287,P001547,view,05-06-24,09:33:32
E00073319,U007742,P000421,view,05-06-24,09:35:27
E00019826,U008942,P001471,view,05-06-24,09:58:32
E00005585,U004394,P001129,view,05-06-24,10:39:09
E00035834,U006828,P000155,wishlist,05-06-24,10:44:41
E00057046,U004452,P000609,view,05-06-24,10:53:28
E00004188,U002237,P001927,view,05-06-24,10:55:43
E00059063,U003577,P000863,cart,05-06-24,11:16:09
E00003625,U003959,P000245,view,05-06-24,11:19:28
E00025495,U001765,P000790,view,05-06-24,11:25:38
E00034790,U009479,P000750,view,05-06-24,11:28:23
E00074296,U001927,P001173,view,05-06-24,11:42:33
E00008328,U000717,P001359,view,05-06-24,11:55:08
E00057645,U006381,P001107,view,05-06-24,11:55:22
E00043447,U004749,P001848,view,05-06-24,11:56:11
E00019412,U005913,P001826,view,05-06-24,12:21:13
E00017184,U007593,P000369,view,05-06-24,12:46:29
E00005159,U000980,P001526,wishlist,05-06-24,12:47:41
E00022150,U005874,P000183,view,05-06-24,12:53:05
E00055170,U001912,P000979,wishlist,05-06-24,12:56:03
E00054112,U005690,P000996,wishlist,05-06-24,13:02:14
E00034552,U006125,P001496,view,05-06-24,13:29:24
E00010950,U002637,P000969,view,05-06-24,13:41:52
E00078929,U006949,P001231,view,05-06-24,13:59:57
E00034515,U006054,P000826,wishlist,05-06-24,14:10:31
E00016784,U001433,P001216,cart,05-06-24,14:10:59
E00046756,U004953,P001972,view,05-06-24,14:13:03
E00047750,U009006,P001656,view,05-06-24,14:18:46
E00057589,U002048,P001250,view,05-06-24,14:19:15
E00001361,U003243,P000713,wishlist,05-06-24,14:29:20
E00057468,U008660,P001502,wishlist,05-06-24,14:32:27
E00011338,U008796,P001311,cart,05-06-24,14:35:41
E00053494,U000317,P001577,view,05-06-24,14:44:12
E00029471,U001323,P001302,view,05-06-24,14:48:26
E00076480,U001845,P001529,wishlist,05-06-24,14:48:51
E00069079,U003727,P000626,view,05-06-24,14:54:35
E00040680,U007646,P001077,cart,05-06-24,14:56:44
E00042122,U008803,P001412,view,05-06-24,15:04:23
E00000945,U009610,P000367,view,05-06-24,15:05:26
E00069976,U000295,P000610,view,05-06-24,15:14:06
E00011796,U006552,P000104,view,05-06-24,15:14:24
E00006882,U003268,P001213,view,05-06-24,15:23:15
E00064700,U003851,P000179,view,05-06-24,15:32:12
E00074427,U001588,P001799,cart,05-06-24,15:42:20
E00018813,U007038,P001621,view,05-06-24,15:48:54
E00020862,U006827,P000351,view,05-06-24,15:57:11
E00029469,U001036,P001964,view,05-06-24,16:05:50
E00013186,U002166,P001677,view,05-06-24,16:53:40
E00029931,U004856,P000193,view,05-06-24,16:58:21
E00051598,U002483,P000274,view,05-06-24,17:07:07
E00058923,U005629,P001487,view,05-06-24,17:32:50
E00049050,U009166,P001875,cart,05-06-24,17:35:27
E00066201,U002840,P000377,view,05-06-24,17:52:47
E00070144,U007212,P001715,view,05-06-24,18:08:53
E00035702,U007337,P000703,view,05-06-24,18:29:58
E00041137,U004710,P000107,view,05-06-24,18:33:25
E00030902,U000806,P001564,view,05-06-24,18:43:05
E00066262,U005202,P000355,view,05-06-24,18:53:03
E00002934,U000147,P000931,view,05-06-24,18:56:13
E00056689,U005913,P000822,view,05-06-24,19:01:58
E00023988,U005689,P001766,cart,05-06-24,19:06:25
E00034318,U001480,P001835,view,05-06-24,19:15:55
E00071045,U001350,P000597,view,05-06-24,19:21:07
E00074197,U001492,P000978,view,05-06-24,19:25:18
E00006727,U001163,P001838,view,05-06-24,19:30:09
E00003419,U009004,P000234,view,05-06-24,20:28:09
E00044507,U007710,P000907,cart,05-06-24,20:30:19
E00011000,U008892,P000374,view,05-06-24,20:37:32
E00008655,U003140,P001682,wishlist,05-06-24,20:38:34
E00079658,U006306,P000863,view,05-06-24,21:12:11
E00053251,U002516,P001874,view,05-06-24,21:27:23
E00054459,U001259,P001750,view,05-06-24,21:40:32
E00020179,U003771,P000447,view,05-06-24,22:11:37
E00039898,U009765,P000934,view,05-06-24,22:32:54
E00007276,U000546,P000215,purchase,05-06-24,22:55:47
E00061177,U006076,P000622,wishlist,05-06-24,22:57:37
E00032489,U001871,P000994,view,05-06-24,23:14:24
E00020410,U000824,P001343,view,05-06-24,23:39:20
E00011872,U008399,P000427,view,05-06-24,23:51:49
E00026789,U009727,P000072,view,05-06-24,23:53:09
E00005302,U006147,P001882,view,05-06-24,23:55:17
E00078783,U006223,P000487,view,05-06-24,23:57:54
E00072916,U000142,P001035,view,06-06-24,00:20:44
E00071446,U003427,P000611,view,06-06-24,00:40:34
E00027290,U009396,P001677,cart,06-06-24,00:43:50
E00025404,U006779,P001256,wishlist,06-06-24,01:04:22
E00047408,U007994,P001683,view,06-06-24,01:08:17
E00058922,U004029,P001423,view,06-06-24,01:36:09
E00027738,U009686,P000199,view,06-06-24,01:50:14
E00044115,U003204,P001239,view,06-06-24,02:09:40
E00004370,U008154,P000950,view,06-06-24,02:15:47
E00028125,U002820,P001409,view,06-06-24,02:26:24
E00074635,U007533,P001245,view,06-06-24,02:51:53
E00077031,U009112,P000320,view,06-06-24,03:02:00
E00060832,U008247,P001303,view,06-06-24,03:26:04
E00078765,U004286,P000576,view,06-06-24,03:33:19
E00056091,U008201,P000475,view,06-06-24,03:37:29
E00006206,U007637,P000615,view,06-06-24,03:38:33
E00063569,U009071,P001791,view,06-06-24,03:45:09
