order_id,user_id,order_date,order_time,total_amount
O00001851,U007783,13-04-2024,18:03:33,865.91
O00012337,U001170,02-01-2024,14:52:42,865.78
O00009363,U000620,13-02-2025,11:02:29,865.55
O00011428,U005813,09-05-2025,23:38:53,865.55
O00015672,U002065,09-10-2024,20:32:08,865.55
O00018027,U003214,27-09-2024,11:29:20,865.10
O00013234,U005841,25-12-2024,07:14:04,864.94
O00019099,U008379,23-12-2024,17:30:24,864.93
O00011776,U009200,01-06-2025,07:25:48,864.70
O00003950,U005103,05-04-2024,04:20:43,864.61
O00006619,U005455,10-11-2024,20:20:15,864.61
O00009554,U002461,08-03-2024,19:36:39,864.52
O00014786,U007220,13-08-2024,13:30:14,864.30
O00007740,U006523,29-09-2024,12:04:06,864.28
O00003466,U007530,29-12-2024,15:56:33,864.19
O00005180,U008151,26-03-2024,14:06:32,864.19
O00019792,U000833,31-07-2025,04:41:33,864.16
O00017541,U000435,14-08-2024,12:42:19,864.06
O00001631,U009616,19-02-2024,05:46:48,863.90
O00007049,U005955,20-01-2024,13:16:00,863.71
O00014368,U003713,27-07-2024,17:41:09,863.45
O00012289,U002235,20-10-2024,03:26:57,862.42
O00019074,U001299,25-07-2024,08:31:59,862.24
O00010698,U003703,15-06-2024,19:23:31,861.84
O00015716,U001863,08-10-2025,23:10:17,861.69
O00007411,U003991,19-10-2025,01:08:41,861.62
O00009171,U004768,20-06-2025,10:48:09,861.62
O00015399,U002788,31-08-2025,01:15:03,861.62
O00019271,U000261,27-06-2025,01:18:54,861.61
O00006278,U002345,10-10-2025,12:42:04,861.20
O00019236,U003177,06-07-2024,00:23:49,861.06
O00007394,U007121,30-09-2024,05:25:47,860.55
O00000005,U008537,13-11-2024,08:15:18,860.50
O00018960,U006374,03-04-2024,09:55:38,860.46
O00010111,U009826,10-04-2025,20:43:17,860.41
O00006968,U001335,16-02-2024,18:31:05,860.35
O00011408,U002578,24-11-2024,05:47:03,860.27
O00010802,U009943,17-01-2024,10:53:18,859.04
O00000036,U009692,14-05-2024,21:27:14,858.97
O00018262,U009657,22-02-2025,12:00:46,858.55
O00016363,U009975,05-07-2024,19:38:30,858.27
O00006226,U008788,19-07-2025,07:01:30,858.26
O00018325,U005854,09-03-2024,22:54:26,857.86
O00012437,U007308,12-05-2024,15:24:25,857.57
O00017403,U002754,14-02-2025,21:10:34,857.47
O00017606,U005265,14-01-2025,10:44:47,857.43
O00012371,U001252,30-07-2025,06:22:14,857.27
O00016331,U007949,18-04-2024,02:18:52,857.27
O00003264,U001142,15-11-2024,09:31:40,857.26
O00006144,U006708,03-03-2024,14:10:38,856.97
O00002187,U008316,11-03-2024,03:13:51,856.90
O00004402,U007115,07-05-2025,19:41:40,856.77
O00008034,U002433,08-03-2024,17:51:01,855.63
O00003066,U004111,12-09-2025,03:32:53,855.42
O00016622,U003922,14-05-2024,18:40:59,855.42
O00013541,U004337,08-09-2024,09:11:16,855.23
O00012963,U002606,03-06-2024,10:59:15,854.84
O00004862,U000078,31-10-2025,03:15:54,854.80
O00007338,U005257,24-08-2024,12:22:34,854.80
O00014748,U003495,29-06-2025,07:57:11,854.80
O00019494,U003995,01-11-2024,23:38:29,854.60
O00006749,U004924,18-02-2024,03:01:32,854.47
O00019237,U009147,23-12-2024,22:23:08,854.45
O00018085,U002868,18-07-2024,11:56:28,854.24
O00016156,U003619,01-10-2025,05:04:53,854.09
O00000837,U001756,12-04-2025,10:53:39,853.82
O00011626,U003055,04-04-2025,15:57:44,853.70
O00009921,U009415,19-04-2025,11:37:57,853.46
O00018374,U005431,17-08-2024,21:42:42,853.17
O00010463,U005107,22-07-2025,11:52:37,853.07
O00015453,U007734,22-10-2025,06:43:48,852.64
O00014956,U002721,04-01-2025,22:50:20,852.49
O00016871,U003209,10-12-2024,19:19:55,852.48
O00000047,U004124,13-04-2024,23:26:43,852.12
O00004571,U007626,15-03-2025,04:50:48,852.12
O00012930,U001411,24-06-2025,12:49:07,852.12
O00018430,U006697,24-03-2025,20:41:12,852.04
O00018250,U007102,06-11-2024,23:42:30,851.88
O00000709,U002291,01-11-2024,23:16:00,851.87
O00001141,U002593,10-08-2025,18:52:42,851.66
O00003940,U002553,05-11-2024,11:32:18,851.61
O00001491,U005845,26-06-2024,13:10:49,851.36
O00004464,U007625,27-11-2024,09:19:36,851.29
O00011180,U008209,07-01-2024,06:08:12,851.07
O00016617,U008163,30-10-2025,01:30:05,850.77
O00005875,U006948,02-06-2024,17:10:56,850.61
O00005892,U003975,13-04-2024,05:13:35,850.61
O00009671,U001790,07-06-2025,05:52:45,850.41
O00002032,U005385,19-07-2025,00:37:37,850.40
O00001372,U004331,12-02-2025,11:26:19,850.26
O00002373,U009241,21-09-2025,05:30:38,850.18
O00000586,U003399,27-08-2025,16:19:58,850.10
O00000495,U009689,12-03-2025,22:39:11,849.35
O00004408,U006421,18-09-2025,16:04:52,849.24
O00004987,U007746,02-09-2025,17:52:09,849.11
O00016133,U000507,31-12-2024,14:02:03,848.80
O00012194,U005062,16-08-2025,08:45:36,848.79
O00004018,U007086,03-09-2024,08:02:21,848.69
O00016995,U000978,20-08-2025,13:20:59,848.65
O00012823,U003907,07-10-2024,23:19:42,848.35
O00009612,U005530,02-05-2025,05:20:44,848.26
O00012135,U004438,23-07-2025,09:47:32,848.23
O00008613,U005749,15-04-2024,04:40:23,847.83
O00005324,U000004,27-11-2024,13:40:01,847.60
O00004910,U009399,07-01-2024,23:44:41,847.48
O00019483,U007973,07-02-2025,14:08:38,847.42
O00006744,U007533,16-04-2024,00:13:55,847.34
O00015198,U006991,29-12-2024,02:49:18,847.34
O00006426,U007660,09-01-2024,01:25:57,847.08
O00012308,U000793,21-03-2025,01:11:40,846.79
O00000270,U003564,12-02-2024,06:57:56,846.61
O00001226,U005534,17-06-2024,12:19:23,846.61
O00002635,U005839,22-06-2025,11:52:27,846.61
O00008648,U008957,15-07-2025,11:21:33,846.61
O00019942,U000843,17-10-2024,17:39:27,846.61
O00019356,U004319,20-02-2025,03:49:49,845.86
O00002415,U002736,28-08-2025,18:47:45,845.79
O00018784,U006851,09-07-2025,23:50:54,845.61
O00018540,U009228,01-03-2024,13:39:44,845.27
O00018865,U001059,14-01-2025,19:16:21,845.26
O00012149,U007085,13-09-2025,06:35:20,845.04
O00006389,U003290,06-07-2025,07:13:53,844.76
O00018791,U008707,14-02-2024,13:52:39,844.68
O00001036,U002271,24-08-2025,11:54:31,844.54
O00009858,U006532,07-02-2025,05:46:41,844.51
O00004396,U008261,26-03-2025,00:17:54,844.44
O00016044,U006195,18-09-2025,19:47:22,844.44
O00002803,U005338,14-01-2025,09:46:59,844.36
O00014103,U003731,02-11-2025,07:47:45,844.02
O00001578,U009177,02-07-2024,07:09:37,843.64
O00004677,U002571,26-04-2025,10:25:39,843.33
O00018922,U000586,17-02-2024,00:54:56,843.32
O00012186,U001176,31-05-2024,18:19:10,842.90
O00016706,U000234,11-05-2024,06:53:35,842.76
O00000508,U003933,05-05-2024,22:20:04,842.39
O00015424,U004263,09-05-2024,03:05:23,842.31
O00010593,U003906,20-05-2025,11:46:26,841.84
O00004496,U003543,30-10-2024,01:19:01,841.76
O00010154,U009728,31-12-2024,16:15:39,841.74
O00019450,U001249,12-01-2024,21:42:49,841.61
O00014179,U009525,16-06-2024,21:20:32,841.47
O00016054,U004291,21-10-2024,01:29:44,841.13
O00011996,U007234,09-07-2024,00:30:54,840.48
O00000126,U002931,06-02-2025,00:47:54,840.44
O00009693,U008636,18-05-2024,06:51:18,840.42
O00003538,U000216,28-05-2024,18:30:49,840.01
O00010110,U001287,09-08-2024,06:41:04,840.01
O00019913,U000640,05-11-2025,19:10:52,839.41
O00013353,U005902,03-01-2024,21:44:41,839.30
O00019446,U009902,21-05-2024,11:29:12,838.95
O00011982,U005742,29-06-2025,14:12:01,838.72
O00004580,U007708,18-02-2024,00:43:08,838.30
O00004579,U005890,23-01-2024,05:43:00,838.26
O00019201,U006072,25-06-2024,15:17:18,838.04
O00010668,U008174,22-06-2025,11:12:52,837.99
O00004181,U008058,10-05-2025,10:54:28,837.86
O00000309,U005284,29-11-2024,09:22:23,837.81
O00008174,U005152,30-06-2025,00:32:02,837.58
O00010455,U004923,29-09-2025,00:07:00,837.56
O00012216,U006517,26-05-2024,19:09:57,837.50
O00010031,U003515,28-02-2025,21:26:38,837.27
O00013329,U000822,18-06-2025,13:50:25,837.26
O00009922,U004321,06-03-2025,23:47:56,837.12
O00012116,U000482,22-08-2025,16:23:26,837.09
O00005031,U002174,05-02-2025,19:17:16,837.04
O00018082,U005868,25-10-2024,16:13:08,836.78
O00011970,U000367,09-08-2025,22:44:22,836.76
O00010438,U002008,23-02-2025,01:13:38,836.55
O00017652,U007308,24-02-2025,11:39:33,835.98
O00008249,U000023,02-01-2024,21:18:22,835.90
O00005106,U005323,28-05-2025,15:02:15,835.66
O00008881,U007975,22-03-2025,16:23:17,835.66
O00010603,U000856,18-06-2025,01:04:04,835.66
O00017727,U009158,06-02-2024,15:52:06,835.64
O00003678,U003577,08-02-2025,15:05:15,835.50
O00013430,U002402,22-01-2025,21:10:46,835.50
O00002377,U000180,27-02-2024,01:49:13,835.26
O00005051,U008974,27-06-2024,07:27:04,835.25
O00002946,U005610,23-09-2024,22:15:50,835.23
O00000052,U006522,13-09-2024,23:23:40,834.66
O00004051,U008773,26-12-2024,11:37:44,834.66
O00008506,U006885,11-08-2025,02:16:37,834.60
O00000048,U005265,29-10-2024,06:00:17,834.55
O00008396,U005375,13-05-2025,07:18:14,834.52
O00009462,U005440,11-02-2025,01:48:29,834.30
O00011538,U006858,04-01-2024,09:57:43,834.30
O00014538,U003778,03-04-2024,13:23:10,834.30
O00016776,U000006,19-06-2025,04:35:46,834.30
O00015396,U002003,27-08-2025,17:48:41,834.19
O00012248,U004853,21-10-2024,04:38:31,833.84
O00000748,U004852,10-07-2025,10:54:36,833.80
O00017551,U005792,19-09-2025,22:23:04,833.80
O00000530,U002537,20-12-2024,01:52:42,833.56
O00010450,U005637,26-06-2025,05:30:14,833.56
O00004462,U003946,24-07-2025,17:40:46,833.09
O00001549,U004530,18-11-2024,01:18:14,833.01
O00007948,U004545,08-12-2024,04:58:21,832.79
O00015239,U000291,26-07-2024,19:01:39,832.77
O00019240,U008599,02-10-2025,13:12:01,832.57
O00017712,U002591,05-05-2025,16:14:35,832.49
O00011786,U002055,21-03-2024,06:54:56,832.48
O00010971,U009834,09-12-2024,03:07:09,832.43
O00004671,U000182,27-08-2025,09:17:27,832.19
O00009146,U001108,20-06-2024,03:08:49,832.08
O00004357,U004306,26-04-2025,22:45:17,832.06
O00003421,U003432,21-10-2025,18:40:46,831.94
O00019359,U000169,09-03-2025,16:04:49,831.94
O00010809,U006159,03-02-2024,06:58:24,831.90
O00006317,U003067,15-05-2024,00:12:16,831.76
O00000416,U005686,08-04-2024,10:07:56,831.31
O00001256,U001546,16-09-2025,10:00:37,831.01
O00005365,U008501,05-03-2024,05:33:33,831.01
O00016208,U005641,30-04-2024,22:00:30,830.74
O00011363,U008800,31-03-2024,06:15:13,830.73
O00013061,U003277,11-06-2025,10:36:21,830.55
O00012699,U007253,06-09-2024,12:53:29,830.46
O00016962,U009212,16-11-2024,22:24:38,830.26
O00015676,U003335,26-07-2025,06:36:44,830.07
O00012769,U002501,30-08-2025,17:27:05,829.95
O00000678,U009632,21-03-2025,22:56:06,829.80
O00009679,U003381,31-05-2024,17:02:28,829.62
O00014627,U003726,19-04-2025,19:40:29,829.61
O00011212,U004601,28-06-2025,02:03:37,829.42
O00011444,U000779,14-07-2024,03:00:24,829.37
O00018005,U008068,01-11-2025,14:00:22,829.05
O00005782,U006267,24-06-2024,23:57:55,828.98
O00012906,U008771,14-09-2024,21:50:19,828.88
O00014459,U001785,29-01-2025,03:57:03,828.59
O00009542,U004942,10-07-2025,19:27:15,828.56
O00012497,U008890,18-10-2024,16:51:52,828.53
O00018688,U008385,11-02-2025,07:25:31,828.09
O00019206,U000518,14-03-2025,21:32:09,828.09
O00015736,U001373,12-09-2025,15:11:23,827.98
O00012314,U002635,07-01-2025,02:09:57,827.91
O00009986,U003604,02-03-2025,11:44:43,827.60
O00014389,U009942,22-03-2025,16:57:51,827.59
O00003100,U002189,23-11-2024,10:04:33,827.39
O00000294,U003889,16-04-2024,08:03:29,827.12
O00011051,U009202,08-08-2024,19:43:15,827.06
O00012422,U007369,24-04-2025,12:16:05,826.85
O00018833,U009059,12-09-2024,09:01:20,826.84
O00017380,U003560,13-02-2024,03:35:04,826.74
O00010555,U004336,31-12-2024,05:49:59,826.62
O00009503,U006696,26-09-2025,11:15:13,826.25
O00005848,U008054,02-03-2024,02:53:41,826.22
O00003957,U007875,29-03-2024,14:56:42,826.18
O00017580,U007592,03-08-2024,06:05:09,826.18
O00018982,U005544,22-08-2024,18:50:33,826.18
O00006243,U008607,20-02-2025,11:34:44,825.74
O00007645,U003753,01-11-2024,19:52:01,825.60
O00019057,U004826,17-01-2024,12:19:08,825.47
O00018156,U006924,03-03-2024,19:07:59,825.36
O00006337,U001860,18-02-2025,09:14:31,825.34
O00017891,U002261,16-11-2024,07:25:32,824.91
O00014617,U005799,18-11-2024,07:58:46,824.81
O00013154,U002192,06-10-2024,10:23:13,824.25
O00015402,U003625,07-03-2025,20:00:05,823.98
O00003773,U009182,14-09-2024,21:44:05,823.91
O00003941,U001126,06-11-2024,04:30:00,823.81
O00010133,U002147,18-07-2024,03:08:28,823.69
O00002256,U003145,13-11-2025,19:41:20,823.44
O00008667,U008937,03-09-2025,04:54:07,823.23
O00018284,U007755,10-12-2024,23:39:27,823.03
O00015498,U001655,25-06-2025,14:23:35,822.63
O00010141,U006766,25-04-2024,20:35:54,822.26
O00004246,U004009,13-03-2025,22:16:17,822.11
O00017259,U004423,29-04-2024,09:56:41,821.73
O00002501,U001283,29-01-2024,16:23:20,821.10
O00018809,U004816,12-10-2024,06:52:04,820.89
O00012461,U005514,24-01-2024,06:09:14,820.17
O00013139,U001857,19-09-2025,11:12:13,819.76
O00016223,U007881,28-08-2025,13:03:22,819.50
O00014011,U000973,08-08-2025,10:01:21,819.49
O00011364,U007992,09-05-2024,10:59:21,819.38
O00013461,U009781,05-10-2025,23:47:09,819.24
O00001152,U006817,06-02-2024,14:11:27,819.22
O00014648,U003496,15-05-2024,00:09:33,819.09
O00015878,U005577,01-12-2024,01:49:06,818.78
O00016468,U004348,07-01-2024,04:15:42,818.70
O00018678,U002445,16-09-2024,01:10:54,818.59
O00019898,U002948,27-07-2025,16:37:31,818.59
O00008584,U008035,23-03-2024,21:03:43,818.47
O00012494,U001525,19-02-2025,18:39:37,818.40
O00014941,U009850,03-06-2025,16:08:53,818.08
O00010150,U006744,01-03-2025,01:32:37,818.03
O00014541,U004324,23-08-2024,20:49:50,817.95
O00010688,U002834,13-11-2024,20:06:53,817.50
O00018215,U002588,27-11-2024,07:29:11,817.35
O00014464,U004446,09-08-2025,20:55:06,817.16
O00019303,U003619,27-10-2025,20:55:20,816.82
O00016867,U002632,08-02-2024,11:38:50,816.74
O00018793,U000163,16-01-2024,10:06:30,816.60
O00019188,U002499,12-11-2025,21:27:08,816.53
O00017577,U003669,17-06-2025,04:41:59,816.23
O00011867,U009885,04-06-2025,04:43:22,815.93
O00013575,U002302,13-09-2024,23:42:03,815.90
O00004836,U002071,02-12-2024,18:07:05,815.77
O00014236,U000134,15-05-2024,20:08:55,815.72
O00015311,U008146,31-01-2025,14:14:04,815.65
O00013015,U000220,30-11-2024,22:40:25,815.49
O00004426,U003639,12-01-2025,23:16:12,815.47
O00006099,U007024,18-10-2025,09:23:14,815.47
O00012695,U001044,03-05-2025,17:24:19,815.47
O00015058,U007890,13-06-2025,16:24:16,815.47
O00007723,U004772,15-05-2025,19:52:08,815.38
O00001145,U004276,13-05-2025,22:57:50,815.21
O00012555,U007372,02-01-2025,08:59:37,815.01
O00016623,U008548,02-04-2024,13:20:02,815.01
O00007771,U007618,30-09-2024,04:22:40,815.00
O00004412,U007571,28-07-2024,13:07:08,814.91
O00003085,U006399,28-09-2024,01:36:18,814.55
O00016358,U007553,22-03-2025,15:13:22,814.44
O00008909,U002718,16-12-2024,23:44:42,814.30
O00014987,U007128,21-06-2025,21:02:19,814.30
O00015071,U000714,17-04-2025,18:23:47,814.30
O00007566,U008097,28-09-2024,05:19:31,814.28
O00006625,U002210,17-09-2025,21:05:39,814.02
O00013681,U006470,03-06-2024,16:52:26,813.89
O00013545,U001956,08-11-2024,14:42:00,813.82
O00008191,U000208,24-04-2024,21:33:07,813.79
O00000651,U007971,18-03-2024,07:49:35,813.64
O00018997,U006444,27-10-2025,21:49:04,813.54
O00018051,U007716,12-06-2024,18:26:17,813.52
O00008719,U002183,29-03-2025,05:28:23,813.44
O00012791,U002808,02-02-2025,15:43:59,813.18
O00001893,U008012,21-06-2024,18:12:00,811.50
O00002910,U003786,18-01-2024,22:41:48,811.50
O00003482,U006814,22-07-2025,05:44:35,811.50
O00016001,U000325,16-02-2024,00:43:31,811.50
O00016592,U009829,14-08-2025,08:32:01,811.50
O00000170,U003435,25-03-2025,16:57:46,811.41
O00018518,U005964,11-06-2024,18:00:17,811.36
O00007969,U006309,22-03-2024,16:25:05,811.21
O00001298,U007386,25-03-2025,19:39:15,811.12
O00015556,U006498,28-10-2025,07:34:38,810.57
O00003522,U009012,07-07-2025,10:43:08,810.55
O00002479,U000695,18-10-2024,09:13:46,810.53
O00011899,U003868,28-10-2024,19:15:20,810.53
O00001691,U005347,18-03-2024,20:39:37,810.13
O00009274,U009070,01-08-2024,13:30:11,810.11
O00001220,U009818,21-08-2025,04:38:36,810.06
O00010322,U005997,08-06-2024,13:52:34,809.94
O00017828,U006649,24-05-2025,01:42:47,809.70
O00003937,U002012,18-09-2025,15:32:26,809.67
O00011570,U000083,21-11-2024,11:12:50,809.67
O00007672,U004619,05-02-2025,06:12:24,809.66
O00015040,U001571,12-09-2024,12:27:12,809.26
O00007605,U006036,30-11-2024,03:06:38,809.08
O00011191,U003653,07-02-2025,14:51:46,809.06
O00004760,U008095,24-06-2025,21:43:44,808.88
O00018410,U001712,12-03-2025,09:48:07,808.67
O00010453,U009349,21-03-2025,08:57:55,808.60
O00019740,U004978,13-06-2024,12:29:42,808.42
O00003807,U002594,08-12-2024,23:03:06,808.30
O00015605,U004074,23-05-2025,02:04:26,808.27
O00004020,U001167,29-05-2025,03:30:09,808.25
O00000110,U005833,21-08-2024,06:06:05,808.10
O00003605,U003226,11-08-2025,08:37:41,807.90
O00004479,U003796,29-09-2025,16:02:24,807.77
O00012700,U005229,18-03-2025,04:47:17,807.76
O00002854,U000817,21-05-2024,04:45:40,807.32
O00018846,U008748,28-10-2024,10:32:05,807.23
O00012968,U002645,14-05-2025,06:47:07,807.17
O00009036,U002817,14-07-2024,01:09:37,806.72
O00006775,U008274,04-03-2025,06:18:25,806.60
O00003424,U008949,13-05-2025,06:34:21,806.28
O00002370,U000742,11-11-2024,11:45:47,805.78
O00003716,U003394,09-06-2025,02:26:02,805.70
O00014045,U004172,29-10-2025,18:52:36,805.66
O00013403,U003610,15-05-2025,18:32:33,805.42
O00015110,U009247,03-09-2024,20:52:04,805.35
O00011968,U002148,26-03-2024,13:41:31,805.22
O00014400,U008275,01-01-2024,21:30:19,805.16
O00019301,U000119,25-04-2025,18:47:34,805.15
O00009914,U004787,04-01-2024,04:29:50,804.49
O00016659,U006022,14-10-2025,14:29:14,804.46
O00011755,U000713,26-06-2024,16:41:32,803.84
O00002095,U006801,24-04-2025,10:19:42,803.76
O00000024,U003345,20-06-2025,17:10:48,803.47
O00005165,U004225,10-04-2025,05:16:45,802.87
O00018240,U002516,14-10-2024,22:56:14,802.73
O00013964,U003502,02-03-2025,00:53:26,802.68
O00016972,U007813,16-10-2025,09:34:39,802.60
O00004542,U000784,16-01-2025,06:54:55,802.46
O00016471,U009997,22-08-2025,11:03:34,802.46
O00011918,U002465,08-08-2025,19:33:17,802.45
O00000180,U008002,28-07-2024,09:42:38,802.30
O00005865,U007957,08-03-2025,22:59:33,802.25
O00009249,U005667,18-05-2024,05:41:44,802.21
O00004225,U008076,02-10-2025,21:02:20,801.98
O00016162,U002926,29-07-2024,04:38:19,801.76
O00018216,U006104,22-08-2024,14:22:27,801.70
O00006194,U006024,03-03-2024,08:18:51,801.60
O00018697,U001760,06-05-2025,11:19:55,801.57
O00017246,U007813,16-02-2024,15:46:03,801.51
O00012198,U006094,06-06-2025,12:52:26,801.37
O00012815,U006464,28-05-2025,18:47:52,801.00
O00013140,U008431,30-09-2025,06:06:30,800.95
O00015592,U006628,28-04-2024,01:35:14,800.85
O00003178,U007774,26-02-2024,19:33:34,800.84
O00003874,U001835,20-01-2025,20:09:47,800.82
O00001412,U007435,29-07-2025,05:13:43,800.71
O00008502,U005629,06-08-2024,03:42:48,800.61
O00007558,U004085,24-01-2025,17:10:53,800.59
O00003322,U005473,15-06-2025,04:40:06,799.96
O00011991,U003687,18-11-2024,15:19:04,799.92
O00017454,U005409,06-02-2024,14:42:35,799.91
O00015257,U006341,03-05-2025,09:08:54,799.73
O00015572,U001457,16-04-2024,00:36:31,799.49
O00003812,U002508,24-09-2025,04:01:08,798.60
O00004281,U000479,15-05-2025,00:10:29,798.60
O00014794,U008930,12-08-2024,14:31:29,798.60
O00006534,U003827,08-11-2024,10:53:17,798.36
O00010272,U000711,12-09-2025,18:32:48,798.25
O00002576,U000659,17-10-2025,01:06:35,798.14
O00004065,U008173,31-10-2024,03:24:04,797.97
O00015551,U008777,26-01-2024,09:43:19,797.94
O00011235,U004031,01-10-2025,18:25:13,797.93
O00012951,U008505,23-04-2025,15:45:54,797.86
O00010730,U006166,01-03-2024,09:27:38,797.84
O00009646,U005965,18-12-2024,09:52:17,797.74
O00001135,U006722,10-10-2024,12:05:19,797.72
O00011815,U004253,13-05-2024,07:30:17,797.71
O00007545,U006742,22-06-2025,23:59:06,797.64
O00005805,U008226,09-03-2024,04:15:55,797.21
O00010849,U006535,14-11-2025,22:21:20,796.79
O00017305,U000731,11-10-2025,19:17:14,796.28
O00003286,U004423,15-08-2024,02:59:13,796.21
O00016170,U000336,16-10-2024,07:09:25,796.19
O00006206,U004923,20-07-2024,17:30:55,795.86
O00011151,U004019,05-02-2025,03:24:29,795.70
O00017186,U002464,28-09-2025,02:54:31,794.88
O00011804,U001153,22-02-2024,21:29:59,794.73
O00017896,U008666,02-01-2025,21:40:05,794.73
O00005160,U007769,06-07-2024,23:03:27,794.37
O00010064,U005277,03-02-2024,10:51:28,794.29
O00018254,U008764,03-04-2025,02:26:36,794.25
O00006334,U007185,24-09-2024,16:20:46,794.08
O00016378,U003137,29-01-2024,16:11:05,793.78
O00018751,U008148,09-04-2025,06:22:00,793.63
O00002515,U006891,21-09-2025,12:57:55,793.59
O00014422,U008286,13-02-2025,01:11:32,793.35
O00013473,U009180,02-06-2025,08:50:46,793.26
O00004600,U009368,14-03-2024,00:53:44,793.04
O00018419,U004735,26-01-2024,11:31:55,793.04
O00005583,U005313,07-12-2024,13:07:16,792.71
O00012501,U003981,08-01-2024,06:35:48,792.50
O00013301,U008857,05-08-2024,08:53:34,791.78
O00006590,U001253,28-09-2025,16:07:21,791.60
O00019234,U006045,23-05-2025,12:09:53,791.56
O00002045,U004367,12-03-2025,10:32:58,791.44
O00015820,U005810,07-03-2024,03:09:59,791.40
O00018840,U000546,16-10-2024,05:50:33,791.37
O00007021,U001823,22-08-2025,01:58:00,790.95
O00014373,U001923,15-01-2024,16:29:32,790.69
O00004094,U000877,01-01-2024,13:25:09,790.48
O00014844,U003480,11-09-2024,22:46:45,790.48
O00005725,U009972,13-01-2024,07:35:20,790.35
O00019994,U006442,16-01-2025,08:39:11,790.35
O00003245,U000636,14-08-2025,16:54:48,790.30
O00001035,U003072,06-12-2024,23:51:41,790.28
O00008979,U009860,11-05-2025,07:48:21,790.24
O00018963,U004554,07-10-2024,15:02:01,790.08
O00008946,U008494,02-03-2025,08:15:00,789.84
O00007226,U003940,14-03-2024,07:37:51,789.53
O00006207,U005929,21-09-2024,09:49:30,789.41
O00010112,U000719,12-08-2024,01:39:48,788.84
O00010712,U005592,05-06-2024,19:20:59,788.68
O00018683,U003037,24-02-2024,06:15:36,788.58
O00017307,U003356,28-05-2024,01:04:52,788.57
O00014487,U004921,09-06-2025,12:18:19,788.19
O00006323,U001586,08-07-2024,21:53:04,788.14
O00019410,U001572,22-10-2024,11:56:52,788.14
O00019291,U005830,02-08-2025,15:22:45,788.03
O00012080,U007731,09-12-2024,14:04:44,787.77
O00004764,U001788,06-05-2024,05:49:20,787.21
O00013718,U006704,24-10-2025,23:44:27,787.11
O00009563,U009015,31-03-2025,12:26:20,787.10
O00002505,U007741,01-11-2024,12:51:05,786.85
O00015427,U002862,24-05-2024,19:14:36,786.83
O00016396,U009825,07-09-2025,00:02:05,786.72
O00011718,U009723,13-11-2024,20:37:59,786.46
O00009830,U005713,18-04-2025,14:55:24,786.40
O00010189,U006498,15-03-2024,18:11:29,786.40
O00015007,U003136,13-05-2024,16:44:33,786.40
O00019009,U005192,18-06-2024,15:00:53,786.40
O00008208,U004706,11-01-2024,11:14:57,786.14
O00007375,U006167,03-09-2025,23:52:22,786.05
O00005684,U000432,18-11-2024,06:38:35,786.01
O00004413,U000638,06-09-2025,20:46:04,785.92
O00008229,U005648,03-09-2025,17:13:16,785.81
O00010834,U005948,23-02-2024,07:06:03,785.75
O00010816,U004746,21-07-2024,00:37:23,785.70
O00004458,U006319,09-05-2025,12:48:27,785.34
O00009304,U005778,24-06-2025,08:54:57,785.27
O00011350,U009554,04-09-2025,04:37:30,784.78
O00014653,U006035,02-05-2025,16:48:56,784.73
O00015639,U006191,26-01-2025,08:25:12,784.72
O00014614,U003755,02-01-2024,07:41:44,784.69
O00019197,U009482,23-10-2024,05:34:56,784.49
O00011733,U008124,17-06-2024,19:38:03,784.07
O00012705,U008562,18-05-2024,12:33:51,783.79
O00003794,U005073,22-06-2025,16:49:42,783.74
O00010072,U003505,24-04-2024,18:56:14,783.72
O00000598,U008058,09-12-2024,09:02:49,783.71
O00009717,U009466,15-08-2024,20:00:14,783.49
O00007235,U008672,05-10-2024,23:47:12,783.28
O00000628,U000153,10-03-2024,07:13:57,782.61
O00014250,U006302,12-11-2024,03:28:21,782.61
O00000277,U005096,27-04-2024,23:42:33,782.18
O00019693,U009047,09-05-2024,17:32:27,781.99
O00003007,U004430,24-07-2025,13:32:07,781.59
O00011517,U001856,11-03-2025,02:34:47,781.44
O00005125,U003411,02-05-2024,20:43:11,781.29
O00000179,U000987,06-06-2025,18:53:08,781.28
O00000142,U006344,26-10-2024,11:57:46,781.14
O00006495,U002080,28-08-2024,20:22:31,781.13
O00013348,U007634,16-11-2024,19:19:24,781.11
O00015847,U008669,20-08-2025,01:59:06,781.10
O00018130,U002069,23-12-2024,23:39:24,781.08
O00014263,U007670,03-01-2025,23:40:31,780.86
O00002866,U006998,26-07-2024,14:22:11,780.84
O00000497,U009036,04-01-2025,03:15:14,780.81
O00015743,U005358,18-07-2024,16:13:23,780.60
O00011263,U006131,07-07-2025,19:11:06,780.58
O00005672,U003939,28-02-2024,05:56:37,780.51
O00002177,U007160,16-02-2025,08:44:49,779.82
O00011115,U003467,04-05-2024,10:05:11,779.45
O00013950,U003562,27-03-2024,11:45:28,779.19
O00004850,U007276,27-09-2024,18:36:17,779.16
O00017012,U003713,18-01-2025,11:14:47,779.16
O00008670,U006956,12-11-2025,03:30:37,779.12
O00011196,U001006,11-11-2024,08:08:55,778.48
O00000291,U007858,03-02-2024,20:54:24,778.39
O00016637,U008685,02-05-2024,03:44:01,778.11
O00006609,U001200,16-01-2024,22:40:39,778.08
O00000081,U000280,19-04-2024,23:38:20,777.99
