review_id,order_id,product_id,user_id,rating,review_text,review_date,review_time
R00015250,O00007027,P001490,U000845,4.00,Decent product for the price.,20-06-2025,10:44:45
R00032658,O00014993,P000037,U002279,5.00,Item arrived damaged.,09-11-2024,07:39:50
R00022514,O00010396,P001009,U002877,4.00,Fast shipping and good packaging.,29-01-2025,08:50:55
R00026614,O00012255,P001501,U004033,4.00,Fast shipping and good packaging.,19-09-2024,13:55:54
R00011303,O00005202,P001694,U005703,2.00,Customer service was helpful.,26-04-2024,15:58:36
R00025714,O00011859,P001644,U009986,2.00,"Not as expected, quality is poor.",02-09-2024,18:31:10
R00000136,O00000056,P001348,U003377,4.00,Item arrived damaged.,21-02-2025,09:02:31
R00000436,O00000195,P001873,U001418,2.00,"Not as expected, quality is poor.",23-07-2025,13:04:59
R00034196,O00015697,P000137,U003877,5.00,Customer service was helpful.,22-10-2024,05:26:13
R00006496,O00002935,P000301,U005358,4.00,Decent product for the price.,08-10-2025,20:57:44
R00026296,O00012114,P001717,U005745,4.00,"Not as expected, quality is poor.",06-11-2025,14:27:42
R00031321,O00014382,P000952,U006984,5.00,"Not as expected, quality is poor.",11-01-2024,09:59:45
R00024637,O00011368,P000629,U000452,4.00,Highly recommend this brand.,26-07-2025,15:48:26
R00036879,O00016924,P001632,U001188,4.00,Customer service was helpful.,30-06-2025,05:44:25
R00041999,O00019271,P000176,U000261,5.00,Color was different from images.,04-06-2024,18:19:31
R00001056,O00000474,P001808,U005682,4.00,Fast shipping and good packaging.,17-03-2025,06:49:31
R00013014,O00005980,P001670,U008550,4.00,Fast shipping and good packaging.,04-04-2025,20:47:51
R00004437,O00002021,P001617,U002002,5.00,"Excellent product, will buy again.",16-08-2024,17:15:58
R00015502,O00007148,P001483,U007067,4.00,Works perfectly!,06-12-2024,11:29:06
R00014747,O00006798,P001629,U002871,2.00,"Excellent product, will buy again.",17-08-2024,08:54:53
R00006513,O00002943,P000838,U009987,5.00,Highly recommend this brand.,25-05-2025,19:41:03
R00036460,O00016745,P001520,U004637,4.00,Item arrived damaged.,12-11-2024,11:45:08
R00026134,O00012038,P001544,U001806,4.00,Customer service was helpful.,03-03-2025,14:30:14
R00026322,O00012129,P001596,U000415,4.00,Works perfectly!,27-02-2024,03:01:52
R00017933,O00008287,P000814,U008478,4.00,"Excellent product, will buy again.",05-09-2024,22:27:14
R00015925,O00007350,P000925,U000588,4.00,Item arrived damaged.,23-10-2025,09:21:37
R00017142,O00007919,P000082,U002162,4.00,Item arrived damaged.,06-04-2024,20:58:45
R00015409,O00007106,P001291,U003647,4.00,Fast shipping and good packaging.,11-08-2024,02:32:02
R00006367,O00002877,P001362,U000741,3.00,Value for money.,22-08-2024,15:41:08
R00043208,O00019868,P001801,U001489,3.00,Highly recommend this brand.,20-12-2024,06:51:16
R00016214,O00007496,P000277,U005770,4.00,"Not as expected, quality is poor.",10-12-2024,14:12:05
R00028281,O00013003,P000234,U003700,5.00,Customer service was helpful.,03-08-2025,11:13:23
R00041468,O00019022,P000726,U005961,4.00,Value for money.,10-01-2024,10:59:30
R00006245,O00002824,P000671,U006185,3.00,Customer service was helpful.,11-08-2024,17:12:49
R00008119,O00003713,P001309,U004045,3.00,Decent product for the price.,12-01-2025,00:50:32
R00022596,O00010435,P001898,U009746,3.00,"Excellent product, will buy again.",03-06-2025,06:08:51
R00005665,O00002575,P001589,U003092,3.00,Value for money.,29-04-2024,16:56:41
R00032071,O00014726,P001764,U001074,3.00,Decent product for the price.,27-07-2025,07:30:16
R00026530,O00012222,P001361,U007882,2.00,Item arrived damaged.,21-02-2024,22:11:40
R00022584,O00010429,P001782,U009813,5.00,Item arrived damaged.,26-09-2024,07:04:35
R00017618,O00008136,P000813,U003455,4.00,"Not as expected, quality is poor.",16-10-2024,00:34:52
R00023580,O00010876,P001397,U006072,4.00,Color was different from images.,23-06-2024,15:36:24
R00005410,O00002463,P001683,U006583,2.00,"Not as expected, quality is poor.",15-02-2024,13:19:10
R00040685,O00018653,P001812,U002377,5.00,Color was different from images.,18-03-2025,03:29:16
R00001689,O00000771,P001005,U008051,5.00,Customer service was helpful.,20-11-2024,00:56:38
R00024864,O00011472,P001322,U003080,2.00,Fast shipping and good packaging.,10-01-2024,19:43:55
R00009693,O00004461,P000985,U004779,3.00,Color was different from images.,18-04-2024,09:44:23
R00018742,O00008661,P001771,U008532,4.00,Value for money.,16-07-2024,22:12:45
R00028052,O00012901,P000986,U008546,2.00,Item arrived damaged.,31-05-2025,19:52:34
R00031262,O00014357,P001700,U002258,4.00,"Excellent product, will buy again.",03-12-2024,21:51:59
R00038556,O00017671,P001389,U003468,4.00,Decent product for the price.,02-04-2024,16:43:21
R00001021,O00000457,P001618,U008973,3.00,Decent product for the price.,01-02-2025,17:58:08
R00006089,O00002755,P000371,U004118,5.00,Works perfectly!,15-10-2024,00:44:05
R00036467,O00016747,P000122,U003509,2.00,"Not as expected, quality is poor.",30-03-2024,00:18:53
R00014709,O00006779,P001878,U001664,4.00,Color was different from images.,26-05-2025,23:49:11
R00031322,O00014382,P000763,U006984,5.00,Fast shipping and good packaging.,06-11-2024,06:05:34
R00017226,O00007955,P000602,U008510,5.00,Value for money.,22-03-2025,04:41:46
R00025067,O00011569,P001119,U004929,4.00,Fast shipping and good packaging.,10-03-2024,06:38:37
R00010334,O00004753,P001830,U001142,4.00,Decent product for the price.,22-09-2024,16:22:42
R00016495,O00007618,P000698,U008635,4.00,"Not as expected, quality is poor.",01-11-2024,12:47:24
R00042852,O00019696,P001273,U006701,4.00,Fast shipping and good packaging.,20-02-2025,09:12:07
R00042157,O00019350,P001584,U001549,3.00,Highly recommend this brand.,07-01-2024,15:33:08
R00000713,O00000313,P000630,U001204,5.00,"Excellent product, will buy again.",31-07-2025,18:53:13
R00018540,O00008560,P000411,U003320,2.00,Works perfectly!,20-08-2025,07:11:04
R00034875,O00016009,P000391,U006420,3.00,Highly recommend this brand.,01-01-2024,23:55:29
R00020050,O00009265,P001554,U004246,3.00,Item arrived damaged.,19-08-2025,03:35:26
R00013351,O00006140,P001843,U001680,4.00,"Not as expected, quality is poor.",13-05-2024,06:08:53
R00000099,O00000038,P000873,U004419,5.00,"Excellent product, will buy again.",22-06-2024,11:48:09
R00001438,O00000646,P001499,U007981,4.00,Fast shipping and good packaging.,24-04-2025,19:43:10
R00003412,O00001549,P001137,U004530,3.00,Highly recommend this brand.,29-11-2024,09:25:51
R00012425,O00005709,P001428,U007124,5.00,Color was different from images.,24-02-2024,07:40:18
R00038160,O00017502,P000114,U000321,3.00,Value for money.,18-07-2025,09:37:39
R00032959,O00015131,P001535,U003751,4.00,Value for money.,19-08-2025,01:08:27
R00008618,O00003945,P000653,U000736,3.00,Color was different from images.,01-03-2025,20:10:28
R00008555,O00003915,P000225,U003933,4.00,Works perfectly!,18-03-2024,14:52:49
R00014911,O00006867,P000705,U006820,3.00,Customer service was helpful.,22-08-2024,02:11:28
R00031987,O00014690,P001565,U002374,3.00,Item arrived damaged.,12-02-2024,11:34:33
R00039431,O00018078,P001923,U006096,3.00,"Not as expected, quality is poor.",02-02-2024,07:53:38
R00028173,O00012962,P001712,U007506,1.00,Works perfectly!,11-08-2024,05:54:54
R00019241,O00008894,P001355,U008642,3.00,Value for money.,14-11-2025,03:02:47
R00026399,O00012164,P000300,U000284,2.00,Works perfectly!,02-07-2025,08:12:32
R00016549,O00007642,P000746,U008638,1.00,Decent product for the price.,02-10-2024,19:26:16
R00003648,O00001650,P000831,U000978,3.00,Fast shipping and good packaging.,16-03-2024,02:10:24
R00002788,O00001279,P001639,U008968,5.00,Decent product for the price.,16-01-2025,19:12:37
R00008382,O00003835,P001166,U002633,2.00,Works perfectly!,01-05-2024,16:40:11
R00017927,O00008285,P000809,U003603,4.00,"Not as expected, quality is poor.",31-08-2025,17:23:10
R00031182,O00014323,P001957,U009583,4.00,Color was different from images.,25-03-2024,20:20:44
R00002430,O00001120,P001290,U008305,3.00,Fast shipping and good packaging.,21-12-2024,19:11:04
R00019828,O00009168,P001703,U001599,2.00,Works perfectly!,23-09-2025,05:32:42
R00018020,O00008332,P000891,U000416,3.00,Highly recommend this brand.,16-11-2024,23:52:25
R00000950,O00000423,P000679,U001646,2.00,Decent product for the price.,16-01-2024,15:30:36
R00033633,O00015448,P000827,U007627,4.00,"Not as expected, quality is poor.",08-04-2025,02:09:22
R00015348,O00007075,P001498,U002769,4.00,"Not as expected, quality is poor.",21-08-2025,01:40:41
R00015098,O00006960,P000633,U003721,5.00,Color was different from images.,08-06-2024,20:19:29
R00029283,O00013463,P001731,U003076,2.00,Item arrived damaged.,22-03-2025,02:12:00
R00040920,O00018763,P000248,U004533,3.00,Item arrived damaged.,29-09-2024,15:43:47
R00039378,O00018056,P000564,U000190,2.00,Color was different from images.,22-11-2024,14:55:00
R00032357,O00014860,P001926,U000752,4.00,Color was different from images.,26-06-2024,07:33:48
R00008907,O00004077,P000781,U005920,4.00,Decent product for the price.,27-08-2024,07:47:24
R00010434,O00004804,P000760,U004082,4.00,Item arrived damaged.,15-11-2024,09:44:53
R00002991,O00001365,P000300,U004066,2.00,Highly recommend this brand.,20-04-2025,22:35:41
R00022400,O00010346,P001265,U003944,3.00,"Not as expected, quality is poor.",28-05-2024,01:21:26
R00003007,O00001369,P000395,U003422,4.00,Fast shipping and good packaging.,12-10-2024,14:42:37
R00004425,O00002016,P000172,U000713,3.00,Value for money.,09-10-2024,00:14:15
R00016335,O00007540,P000091,U007302,4.00,Customer service was helpful.,07-06-2025,14:11:32
R00040127,O00018399,P000625,U004985,5.00,"Excellent product, will buy again.",23-10-2024,09:11:51
R00035658,O00016374,P000633,U005486,4.00,"Not as expected, quality is poor.",23-06-2024,15:32:52
R00013865,O00006380,P001339,U009469,4.00,"Excellent product, will buy again.",29-04-2025,23:39:04
R00017466,O00008068,P000855,U003905,2.00,Value for money.,04-12-2024,07:42:55
R00018921,O00008735,P000948,U003319,5.00,Customer service was helpful.,10-02-2024,22:39:11
R00027182,O00012497,P000239,U008890,4.00,"Not as expected, quality is poor.",20-04-2024,17:39:35
R00030199,O00013874,P001362,U008142,3.00,Works perfectly!,20-03-2024,04:11:01
R00017507,O00008087,P000714,U000935,3.00,Decent product for the price.,30-04-2024,08:30:42
R00008343,O00003817,P001465,U003078,3.00,Works perfectly!,28-02-2025,10:50:10
R00011002,O00005062,P001850,U002628,3.00,"Not as expected, quality is poor.",14-03-2025,07:33:28
R00033080,O00015192,P001954,U002199,4.00,"Not as expected, quality is poor.",25-03-2025,19:45:30
R00024473,O00011294,P000508,U004686,3.00,Decent product for the price.,22-10-2025,21:28:39
R00005561,O00002535,P001126,U002011,3.00,Works perfectly!,10-04-2025,19:43:25
R00006807,O00003082,P001290,U006004,4.00,Decent product for the price.,25-07-2025,20:29:43
R00030997,O00014238,P000025,U009061,4.00,"Not as expected, quality is poor.",06-10-2025,19:01:14
R00042848,O00019694,P001818,U002315,4.00,"Not as expected, quality is poor.",13-11-2024,15:31:11
R00040112,O00018391,P000143,U002302,3.00,"Excellent product, will buy again.",10-07-2024,19:28:08
R00001533,O00000691,P000312,U000992,4.00,"Not as expected, quality is poor.",25-06-2024,09:16:23
R00030541,O00014031,P001070,U003395,3.00,Item arrived damaged.,24-04-2024,17:05:10
R00032915,O00015110,P000815,U009247,5.00,Color was different from images.,30-01-2025,05:41:30
R00014409,O00006635,P001627,U009516,2.00,"Excellent product, will buy again.",19-04-2024,17:25:26
R00043447,O00019972,P001348,U001350,3.00,Value for money.,22-10-2024,04:50:42
R00017150,O00007922,P000354,U000048,5.00,Fast shipping and good packaging.,27-08-2025,18:38:25
R00017346,O00008012,P000326,U005016,5.00,Works perfectly!,01-07-2025,03:50:23
R00026161,O00012049,P000525,U003079,1.00,Fast shipping and good packaging.,27-01-2024,05:42:34
R00021281,O00009834,P000848,U008999,3.00,Works perfectly!,02-11-2025,20:38:20
R00014876,O00006851,P001287,U007162,1.00,Customer service was helpful.,17-07-2024,07:17:06
R00003754,O00001698,P000285,U000318,3.00,Color was different from images.,09-08-2024,04:13:31
R00014038,O00006462,P001283,U001216,5.00,Decent product for the price.,16-05-2025,04:04:41
R00013833,O00006369,P001900,U006447,3.00,Value for money.,09-10-2025,01:38:21
R00028468,O00013096,P000466,U008428,3.00,Decent product for the price.,01-09-2025,11:54:20
R00034121,O00015664,P000178,U008710,4.00,Customer service was helpful.,10-05-2024,09:31:33
R00031276,O00014363,P000750,U008160,4.00,"Excellent product, will buy again.",11-04-2024,06:45:55
R00037330,O00017133,P001200,U000115,3.00,"Not as expected, quality is poor.",18-01-2024,08:09:02
R00037626,O00017268,P001383,U002465,4.00,Item arrived damaged.,15-10-2025,00:15:42
R00021252,O00009821,P000266,U007806,2.00,"Excellent product, will buy again.",19-10-2025,19:14:52
R00021297,O00009843,P000056,U002130,3.00,Decent product for the price.,06-07-2025,16:58:23
R00024928,O00011506,P000542,U005435,3.00,"Not as expected, quality is poor.",05-08-2025,06:25:58
R00005488,O00002502,P000942,U009244,5.00,Value for money.,19-09-2024,12:40:24
R00016369,O00007560,P000861,U000431,2.00,Fast shipping and good packaging.,26-01-2024,17:31:39
R00011535,O00005309,P000022,U000034,4.00,Works perfectly!,29-10-2025,01:32:06
R00038239,O00017533,P000164,U002429,5.00,Color was different from images.,04-11-2024,12:06:52
R00007152,O00003240,P001483,U008237,4.00,Fast shipping and good packaging.,18-09-2025,09:40:22
R00023419,O00010806,P000915,U006733,5.00,"Not as expected, quality is poor.",03-11-2025,03:35:35
R00041720,O00019139,P001574,U008207,4.00,Color was different from images.,05-01-2025,00:38:39
R00024494,O00011303,P000247,U008856,4.00,Highly recommend this brand.,16-07-2025,12:01:48
R00002211,O00001024,P001780,U003795,2.00,Color was different from images.,17-04-2024,17:35:23
R00030212,O00013880,P001505,U004237,4.00,Color was different from images.,18-12-2024,11:51:55
R00005999,O00002715,P000769,U009395,4.00,"Excellent product, will buy again.",06-06-2025,02:53:36
R00011428,O00005261,P000438,U005001,2.00,Value for money.,30-08-2024,15:13:35
R00020328,O00009394,P000832,U006025,4.00,Highly recommend this brand.,25-11-2024,02:32:10
R00032311,O00014841,P001812,U001982,5.00,"Not as expected, quality is poor.",16-08-2025,13:39:53
R00041614,O00019092,P000867,U004841,2.00,Color was different from images.,24-10-2025,01:32:26
R00036741,O00016858,P000817,U002649,4.00,Decent product for the price.,26-06-2025,06:30:48
R00007999,O00003660,P000192,U000559,4.00,Customer service was helpful.,15-04-2025,15:41:34
R00034904,O00016024,P001252,U008570,4.00,Value for money.,17-01-2024,13:22:30
R00010935,O00005030,P000265,U003121,2.00,Highly recommend this brand.,05-03-2024,23:01:35
R00040267,O00018464,P000260,U005528,5.00,Decent product for the price.,07-08-2024,11:09:41
R00031315,O00014379,P000540,U004674,4.00,Decent product for the price.,21-05-2024,18:48:50
R00005433,O00002479,P000880,U000695,5.00,Decent product for the price.,22-06-2025,23:55:29
R00022755,O00010507,P000303,U003586,3.00,Item arrived damaged.,31-01-2025,21:56:54
R00025241,O00011651,P000512,U005652,4.00,Highly recommend this brand.,09-08-2025,15:34:27
R00022333,O00010317,P000404,U008716,5.00,Decent product for the price.,07-02-2024,12:29:37
R00018105,O00008372,P001807,U000959,3.00,Highly recommend this brand.,12-02-2025,04:55:36
R00025004,O00011542,P000982,U004236,2.00,"Not as expected, quality is poor.",21-09-2025,14:53:04
R00023237,O00010720,P000023,U003324,3.00,Decent product for the price.,19-05-2024,13:11:40
R00031422,O00014429,P000196,U002982,3.00,"Not as expected, quality is poor.",24-10-2024,04:13:50
R00031385,O00014410,P001328,U004234,3.00,Customer service was helpful.,21-03-2024,20:01:06
R00020181,O00009324,P000608,U004790,4.00,Fast shipping and good packaging.,19-09-2025,09:35:56
R00035564,O00016331,P000624,U007949,5.00,Decent product for the price.,12-10-2025,03:51:06
R00023696,O00010931,P001961,U003889,5.00,Fast shipping and good packaging.,04-03-2025,17:15:41
R00036796,O00016883,P000595,U003882,3.00,Item arrived damaged.,30-07-2024,15:22:44
R00043243,O00019885,P001485,U009875,2.00,Highly recommend this brand.,22-04-2024,19:46:04
R00038436,O00017619,P001321,U001703,3.00,Highly recommend this brand.,28-01-2024,01:00:46
R00020476,O00009464,P001672,U001998,4.00,"Excellent product, will buy again.",01-09-2025,17:49:04
R00032566,O00014951,P001805,U000326,3.00,Works perfectly!,09-06-2025,11:43:21
R00028146,O00012949,P001223,U005023,3.00,"Not as expected, quality is poor.",05-03-2024,17:36:48
R00042598,O00019569,P000211,U003554,4.00,"Excellent product, will buy again.",28-06-2025,02:25:51
R00000486,O00000215,P000437,U008741,4.00,Item arrived damaged.,09-03-2025,14:33:11
R00021013,O00009708,P001933,U004438,3.00,Highly recommend this brand.,20-05-2024,19:50:44
R00035669,O00016377,P000887,U007434,2.00,Fast shipping and good packaging.,05-09-2025,20:34:47
R00041237,O00018918,P000590,U008284,4.00,"Excellent product, will buy again.",26-03-2025,18:42:48
R00034656,O00015910,P000860,U002927,5.00,Decent product for the price.,25-10-2024,12:42:19
R00004684,O00002131,P000941,U008598,3.00,"Excellent product, will buy again.",26-11-2024,04:12:26
R00039500,O00018109,P000776,U004017,2.00,Value for money.,29-03-2024,05:13:06
R00020275,O00009370,P000404,U009203,3.00,Decent product for the price.,27-11-2024,11:34:18
R00017003,O00007852,P000427,U007633,2.00,Value for money.,30-09-2025,17:26:53
R00006901,O00003120,P000707,U007077,4.00,"Not as expected, quality is poor.",11-09-2024,19:52:22
R00032394,O00014878,P000747,U003257,2.00,Fast shipping and good packaging.,28-01-2025,07:41:09
R00005907,O00002678,P001305,U003413,4.00,"Not as expected, quality is poor.",22-01-2024,20:02:35
R00013872,O00006382,P001360,U005146,5.00,"Not as expected, quality is poor.",22-03-2024,15:30:58
R00013627,O00006273,P000064,U004972,5.00,Item arrived damaged.,23-02-2024,19:15:03
R00007821,O00003571,P001114,U001687,3.00,Decent product for the price.,04-07-2024,09:59:12
R00006529,O00002953,P001882,U008978,4.00,Value for money.,17-08-2025,17:07:13
R00027333,O00012567,P000165,U001136,2.00,Item arrived damaged.,02-07-2024,19:09:12
R00029884,O00013732,P001639,U002394,3.00,"Not as expected, quality is poor.",23-09-2025,17:18:04
R00019144,O00008842,P001133,U004434,2.00,Item arrived damaged.,22-01-2025,14:20:54
R00040585,O00018606,P001865,U005320,3.00,Fast shipping and good packaging.,27-10-2025,12:27:46
R00007675,O00003499,P000391,U001705,4.00,"Excellent product, will buy again.",12-10-2025,16:42:39
R00027508,O00012650,P000948,U004594,2.00,Item arrived damaged.,05-02-2025,21:29:31
R00027897,O00012829,P000636,U002043,5.00,Item arrived damaged.,26-02-2025,21:58:45
R00028022,O00012888,P000238,U002478,4.00,Item arrived damaged.,23-01-2024,23:49:52
R00007776,O00003545,P001019,U009206,4.00,Color was different from images.,01-06-2024,23:08:21
R00002179,O00001006,P000782,U003072,3.00,Customer service was helpful.,22-01-2025,11:22:41
R00015200,O00007003,P001269,U009888,4.00,Highly recommend this brand.,01-05-2024,23:44:21
R00017320,O00007998,P001191,U000417,4.00,Decent product for the price.,28-08-2025,12:05:19
R00037707,O00017302,P000635,U009887,5.00,Customer service was helpful.,13-02-2025,03:17:31
R00040046,O00018365,P000588,U007827,5.00,Item arrived damaged.,12-07-2025,22:37:23
R00001925,O00000886,P001591,U009818,2.00,Value for money.,13-02-2025,09:16:57
R00039360,O00018047,P000756,U005038,4.00,Works perfectly!,19-04-2024,19:05:46
R00021828,O00010082,P000295,U008073,3.00,Customer service was helpful.,03-06-2025,10:59:15
R00006848,O00003101,P000817,U003565,4.00,Color was different from images.,13-04-2025,02:55:04
R00004693,O00002135,P001614,U009981,4.00,Fast shipping and good packaging.,09-01-2024,01:08:13
R00014242,O00006555,P001872,U007458,4.00,Item arrived damaged.,16-01-2025,01:44:13
R00004063,O00001852,P000882,U002485,4.00,Customer service was helpful.,26-07-2024,11:17:51
R00034670,O00015916,P000915,U001850,4.00,"Excellent product, will buy again.",01-11-2024,13:16:00
R00029551,O00013583,P001009,U001922,3.00,"Excellent product, will buy again.",28-09-2024,22:50:45
R00037099,O00017024,P000054,U008098,2.00,"Not as expected, quality is poor.",27-02-2025,06:58:08
R00028385,O00013053,P001048,U000737,5.00,Customer service was helpful.,09-01-2024,01:49:53
R00004016,O00001828,P000751,U001260,4.00,Highly recommend this brand.,21-01-2025,12:33:16
R00003790,O00001713,P000339,U007996,4.00,Color was different from images.,03-02-2025,15:28:07
R00036541,O00016774,P001747,U004025,3.00,Decent product for the price.,10-03-2025,01:33:23
R00020089,O00009286,P000473,U005992,2.00,Customer service was helpful.,29-09-2025,22:45:20
R00031266,O00014360,P001949,U002446,1.00,Fast shipping and good packaging.,29-08-2024,16:46:44
R00009682,O00004456,P001038,U000564,3.00,Fast shipping and good packaging.,29-08-2025,15:11:56
R00005740,O00002606,P000824,U000539,2.00,Item arrived damaged.,05-09-2024,14:19:06
R00020376,O00009414,P001645,U000456,3.00,Works perfectly!,21-01-2025,03:37:46
R00034484,O00015833,P001390,U002540,4.00,"Excellent product, will buy again.",26-01-2025,05:06:41
R00009585,O00004413,P001187,U000638,4.00,"Excellent product, will buy again.",06-08-2024,15:07:12
R00021780,O00010057,P001534,U003542,3.00,Item arrived damaged.,06-10-2025,16:52:35
R00013890,O00006389,P000918,U003290,4.00,"Not as expected, quality is poor.",20-07-2024,08:33:39
R00021313,O00009853,P001174,U006747,2.00,Customer service was helpful.,21-11-2024,07:58:17
R00039178,O00017961,P001803,U000009,2.00,Works perfectly!,07-10-2024,05:39:53
R00010847,O00004993,P001705,U002007,3.00,"Not as expected, quality is poor.",12-11-2024,11:29:16
R00007173,O00003254,P000033,U001775,2.00,"Not as expected, quality is poor.",11-05-2025,21:42:20
R00018810,O00008688,P000992,U008794,3.00,Fast shipping and good packaging.,02-09-2025,21:54:15
R00001186,O00000529,P001908,U007554,5.00,"Excellent product, will buy again.",13-06-2024,06:53:06
R00038567,O00017676,P001189,U005492,4.00,Fast shipping and good packaging.,09-03-2024,21:21:06
R00030222,O00013886,P000650,U002983,4.00,"Excellent product, will buy again.",04-08-2025,06:38:03
R00024689,O00011387,P000855,U001066,5.00,Highly recommend this brand.,17-01-2024,19:24:10
R00006615,O00002995,P001164,U001997,4.00,Color was different from images.,10-04-2025,00:11:13
R00019438,O00008988,P000458,U002437,3.00,Color was different from images.,30-06-2024,15:56:44
R00039747,O00018230,P001897,U001337,4.00,"Not as expected, quality is poor.",22-01-2025,08:35:44
R00018056,O00008351,P001902,U003877,4.00,Highly recommend this brand.,07-10-2025,14:42:17
R00012785,O00005867,P001489,U001678,2.00,"Excellent product, will buy again.",24-10-2024,22:15:06
R00016221,O00007500,P001159,U005040,1.00,Color was different from images.,12-12-2024,05:38:16
R00032936,O00015120,P001629,U004002,4.00,"Not as expected, quality is poor.",08-08-2024,08:42:44
R00020507,O00009481,P001040,U006355,4.00,Color was different from images.,11-11-2024,11:35:59
R00018852,O00008706,P001607,U003681,3.00,Color was different from images.,09-06-2024,15:21:11
R00004851,O00002207,P000907,U003260,3.00,Decent product for the price.,22-02-2025,01:58:32
R00019311,O00008931,P000900,U009054,4.00,Item arrived damaged.,03-01-2024,02:05:45
R00009702,O00004464,P000610,U007625,2.00,Color was different from images.,07-11-2024,07:50:21
R00016391,O00007568,P000351,U004714,4.00,Item arrived damaged.,09-01-2025,12:42:25
R00033834,O00015538,P001454,U009120,5.00,Decent product for the price.,09-06-2025,01:33:26
R00041162,O00018880,P001941,U004806,3.00,Value for money.,10-07-2024,22:11:44
R00023022,O00010623,P000658,U002704,3.00,"Excellent product, will buy again.",25-02-2024,05:04:38
R00034154,O00015675,P000030,U003632,5.00,Customer service was helpful.,11-03-2024,18:18:28
R00037075,O00017015,P001137,U005861,3.00,Decent product for the price.,22-03-2024,12:40:41
R00015763,O00007278,P001387,U005585,2.00,Highly recommend this brand.,13-06-2024,16:49:10
R00002536,O00001167,P000282,U002730,3.00,Value for money.,14-10-2024,05:22:22
R00017523,O00008093,P000732,U009220,1.00,Decent product for the price.,04-08-2024,09:27:10
R00006312,O00002856,P001088,U006919,4.00,Item arrived damaged.,20-03-2024,20:16:44
R00019067,O00008802,P001842,U006938,2.00,Decent product for the price.,29-02-2024,15:43:21
R00014240,O00006553,P001221,U006102,3.00,"Not as expected, quality is poor.",02-08-2025,02:57:56
R00033576,O00015428,P000320,U008409,4.00,Decent product for the price.,08-06-2025,18:55:19
R00035119,O00016133,P000643,U000507,2.00,"Not as expected, quality is poor.",11-05-2024,00:58:30
R00007481,O00003408,P001725,U009041,3.00,Decent product for the price.,15-03-2025,15:03:53
R00013274,O00006105,P001530,U004846,4.00,Color was different from images.,07-02-2025,22:24:54
R00025694,O00011849,P001380,U004115,3.00,Customer service was helpful.,12-01-2024,07:20:47
R00005383,O00002448,P001218,U007829,4.00,Color was different from images.,07-11-2025,03:37:13
R00029465,O00013545,P001422,U001956,3.00,Customer service was helpful.,25-06-2024,00:35:43
R00041092,O00018843,P000644,U007969,2.00,Value for money.,26-09-2025,02:27:19
R00042859,O00019701,P000658,U009687,2.00,Fast shipping and good packaging.,21-09-2024,17:29:35
R00024264,O00011196,P001268,U001006,4.00,Item arrived damaged.,24-01-2024,03:36:40
R00040639,O00018632,P001460,U006011,1.00,Item arrived damaged.,25-08-2025,23:11:52
R00032408,O00014887,P000411,U009840,4.00,Item arrived damaged.,10-09-2024,19:36:17
R00021412,O00009894,P001830,U004622,5.00,"Excellent product, will buy again.",25-07-2024,12:11:19
R00037729,O00017311,P001223,U007246,3.00,Works perfectly!,15-07-2025,16:49:50
R00004177,O00001907,P000816,U007161,4.00,Works perfectly!,04-04-2025,23:57:35
R00033915,O00015572,P001522,U001457,1.00,Highly recommend this brand.,17-02-2025,08:07:01
R00023658,O00010909,P000528,U007499,4.00,Value for money.,25-02-2025,03:28:47
R00019565,O00009048,P001230,U006429,5.00,Item arrived damaged.,08-08-2024,22:41:58
R00003189,O00001445,P001481,U001762,1.00,Highly recommend this brand.,29-05-2024,23:56:58
R00006545,O00002963,P001659,U007315,4.00,Highly recommend this brand.,20-01-2024,20:21:14
R00013317,O00006126,P001862,U007902,4.00,Value for money.,12-10-2025,22:26:04
R00001296,O00000580,P001618,U001813,5.00,"Not as expected, quality is poor.",29-09-2024,18:56:58
R00005115,O00002331,P001321,U001131,4.00,Fast shipping and good packaging.,16-12-2024,01:32:46
R00004231,O00001930,P001120,U001216,5.00,Customer service was helpful.,26-04-2024,08:25:21
R00025955,O00011963,P000101,U006322,4.00,Color was different from images.,02-04-2024,11:23:40
R00029362,O00013500,P001396,U003127,4.00,Fast shipping and good packaging.,25-03-2025,01:26:18
R00013292,O00006113,P001113,U000245,5.00,Color was different from images.,03-10-2025,11:37:16
R00002644,O00001218,P000213,U008156,5.00,Value for money.,10-10-2024,23:41:09
R00029850,O00013717,P001841,U001932,2.00,"Excellent product, will buy again.",08-01-2024,13:45:43
R00037696,O00017299,P001511,U002246,4.00,Customer service was helpful.,29-03-2024,21:28:53
R00019762,O00009135,P000198,U008879,3.00,"Not as expected, quality is poor.",22-10-2024,22:14:15
R00004763,O00002164,P000483,U006609,4.00,Color was different from images.,19-03-2025,22:04:20
R00014080,O00006481,P001246,U006195,4.00,"Excellent product, will buy again.",05-07-2024,13:09:59
R00040111,O00018390,P001825,U009827,3.00,Item arrived damaged.,25-11-2024,17:24:06
R00029897,O00013740,P001576,U008802,5.00,Customer service was helpful.,18-09-2024,11:48:09
R00019109,O00008826,P000557,U005421,5.00,Item arrived damaged.,06-02-2025,20:41:09
R00000256,O00000110,P001142,U005833,3.00,"Not as expected, quality is poor.",27-06-2024,18:34:51
R00014390,O00006626,P000937,U007735,5.00,Highly recommend this brand.,04-07-2024,18:22:45
